id,match_id,content,bowler,batsman,over,ball,lemmatized,ball_type,shot_type,region
91430000000,128748,"Turn and bounce! From over the wicket to the left-hander, this lands on the footmark outside the off stump and a puff of dust comes up. Stokes stays back and fends it down on the leg side.",Ravindra Jadeja,Ben Stokes,29,3,"turn and bounce ! from over the wicket to the left-hander , this land on the footmark outside the off stump and a puff of dust come up . stokes stay back and fends it down on the leg side .",[],[],[]
91400000000,128748,"Short and wide on off, Jamie slaps it to deep point and crosses over.",Ravindra Jadeja,Jamie Smith,29,2,"short and wide on off , jamie slap it to deep point and cross over .",['short'],[],['point']
91370000000,128748,"Time for spin from the other end as Ravindra Jadeja comes on. Begins from around the wicket and bowls it slow and full, on off, Smith gets forward and pats it on the bounce to silly point.",Ravindra Jadeja,Jamie Smith,29,1,"time for spin from the other end a ravindra jadeja come on . begin from around the wicket and bowl it slow and full , on off , smith get forward and pat it on the bounce to silly point .",['full'],[],['point']
91350000000,128748,"Siraj starts with a maiden! Outside off, on a good length, Ben is happy to let it go.",Mohammed Siraj,Ben Stokes,28,6,"siraj start with a maiden ! outside off , on a good length , ben is happy to let it go .",['good length'],[],[]
91320000000,128748,"Bowled from wide of the crease, in the channel on off, on a good length. Ben Stokes shoulders arms. This keeps low and just about carries to Rishabh Pant.",Mohammed Siraj,Ben Stokes,28,5,"bowled from wide of the crease , in the channel on off , on a good length . ben stokes shoulder arm . this keep low and just about carry to rishabh pant .",['good length'],[],[]
91310000000,128748,"Attacking the stumps and the length is pulled back, on middle, Ben Stokes pushes it to mid on.",Mohammed Siraj,Ben Stokes,28,4,"attacking the stump and the length is pulled back , on middle , ben stokes push it to mid on .",[],['pulled'],['mid on']
91270000000,128748,"Siraj switches to around the wicket and gets a bit of away shape, on the fuller side, outside off, Stokes walks across his stumps and gets closer to the line for the block. Gets it off the outer half to gully.",Mohammed Siraj,Ben Stokes,28,3,"siraj switch to around the wicket and get a bit of away shape , on the fuller side , outside off , stokes walk across his stump and get closer to the line for the block . get it off the outer half to gully .",['fuller'],[],[]
91250000000,128748,"Pushed across, on a back of a length, left alone by Stokes.",Mohammed Siraj,Ben Stokes,28,2,"pushed across , on a back of a length , left alone by stokes .",['back of a length'],[],[]
91210000000,128748,"Angled across from over the wicket, on a good length, keeps a bit low but Stokes manages to defend.",Mohammed Siraj,Ben Stokes,28,1,"angled across from over the wicket , on a good length , keep a bit low but stokes manages to defend .",['good length'],[],[]
91190000000,128748,"Down leg, full in length, Smith misses the flick shot and it goes behind to the keeper's left as Pant gathers it.",Akash Deep,Jamie Smith,27,6,"down leg , full in length , smith miss the flick shot and it go behind to the keeper 's left a pant gather it .",['full'],['flick'],[]
91170000000,128748,"On middle, length-delivery. Smith taps it to the leg side.",Akash Deep,Jamie Smith,27,5,"on middle , length-delivery . smith tap it to the leg side .",[],[],[]
91130000000,128748,"FOUR! What a beautiful stroke that! Lands full and nips in from off, Jamie Smith gets on the top of the ball and drives it to the left of mid off for a cracking boundary.",Akash Deep,Jamie Smith,27,4,"four ! what a beautiful stroke that ! land full and nip in from off , jamie smith get on the top of the ball and drive it to the left of mid off for a cracking boundary .",['full'],['drive'],['mid off']
91110000000,128748,"Cannoned on the middle stump, just short of full. Jamie Smith watchfully defends it.",Akash Deep,Jamie Smith,27,3,"cannoned on the middle stump , just short of full . jamie smith watchfully defends it .","['short', 'full']",[],[]
91080000000,128748,"Nips back in from off, full, Smith brings the bat in front and blocks it out.",Akash Deep,Jamie Smith,27,2,"nip back in from off , full , smith brings the bat in front and block it out .",['full'],[],[]
91050000000,128748,"A yard behind fuller length, on off, Jamie Smith leans on and drives it confidently to the left of cover. Jadeja from there, chases the ball with a slide in the deep and the batters run for two.",Akash Deep,Jamie Smith,27,1,"a yard behind fuller length , on off , jamie smith lean on and drive it confidently to the left of cover . jadeja from there , chase the ball with a slide in the deep and the batter run for two .",['fuller'],['drive'],['cover']
91020000000,128748,"An attempted yorker, on off, Ben Stokes manages to shovel it out to mid on.",Prasidh Krishna,Ben Stokes,26,6,"an attempted yorker , on off , ben stokes manages to shovel it out to mid on .",['yorker'],[],['mid on']
90990000000,128748,"Fuller and outside off, slightly overpitched and Stokes cracks the drive, but the man at cover dives to his right and makes a sharp stop.",Prasidh Krishna,Ben Stokes,26,5,"fuller and outside off , slightly overpitched and stokes crack the drive , but the man at cover dive to his right and make a sharp stop .","['overpitched', 'fuller']",['drive'],['cover']
90960000000,128748,"The stumps are on attack again, full in length, flicked solidly by Stokes to short mid-wicket.",Prasidh Krishna,Ben Stokes,26,4,"the stump are on attack again , full in length , flicked solidly by stokes to short mid-wicket .","['short', 'full']",['flicked'],[]
90940000000,128748,"Touch full, cutting in from the crack, on off. Stokes forces it back to the bowler. Krishna collects the ball on the follow-through.",Prasidh Krishna,Ben Stokes,26,3,"touch full , cutting in from the crack , on off . stokes force it back to the bowler . krishna collect the ball on the follow-through .",['full'],[],[]
90920000000,128748,A bit too wayward onto the pads. Ben Stokes misses to nudge that across and the ball deflects off the thigh pad and runs behind to deep fine leg. The fielder there mops it up to his left and the batters get two leg byes.,Prasidh Krishna,Ben Stokes,26,2,a bit too wayward onto the pad . ben stokes miss to nudge that across and the ball deflects off the thigh pad and run behind to deep fine leg . the fielder there mop it up to his left and the batter get two leg bye .,[],[],['fine leg']
90880000000,128748,"Angled in, on off, on a length, Stokes punches it across to mid on.",Prasidh Krishna,Ben Stokes,26,1,"angled in , on off , on a length , stokes punch it across to mid on .",[],[],['mid on']
90850000000,128748,"Uppish, but safe! The crowd right behind Akash! Nip-backer on middle and leg with some extra bounce. Jamie Smith is a bit early on the shot and flicks it uppishly between mid on and mid-wicket and collects a brace.",Akash Deep,Jamie Smith,25,6,"uppish , but safe ! the crowd right behind akash ! nip-backer on middle and leg with some extra bounce . jamie smith is a bit early on the shot and flick it uppishly between mid on and mid-wicket and collect a brace .",[],['flick'],['mid on']
90820000000,128748,"Fuller and just outside off, Smith steers it off the outside half of the bat to the wide gully region.",Akash Deep,Jamie Smith,25,5,"fuller and just outside off , smith steer it off the outside half of the bat to the wide gully region .",['fuller'],[],[]
90770000000,128748,"BEATEN, AGAIN! This is serious interrogation from Akash Deep! He is consistent to hit the length, and lands it on the crack as the ball nips sharply into the batter and cuts Smith into half. Beats the inside edge and Rishabh Pant dives low to his left to grab the ball.",Akash Deep,Jamie Smith,25,4,"beaten , again ! this is serious interrogation from akash deep ! he is consistent to hit the length , and land it on the crack a the ball nip sharply into the batter and cut smith into half . beat the inside edge and rishabh pant dive low to his left to grab the ball .",[],['cut'],[]
90760000000,128748,"Angling into the batter, full in length, pushed to the right of the bowler.",Akash Deep,Jamie Smith,25,3,"angling into the batter , full in length , pushed to the right of the bowler .",['full'],[],[]
90740000000,128748,"Good length, on off, tapped out to point.",Akash Deep,Jamie Smith,25,2,"good length , on off , tapped out to point .",['good length'],[],['point']
90700000000,128748,"CUT IN HALF! How has that missed the edge or even the sticks? Lands it right on the crack from outside off and jags in a long, long way. Jamie Smith prods forward to push it straight but plays over the initial line and is beaten on the inside edge. The ball passes scarily close to the inside edge and, just whispers the stumps passing above them.",Akash Deep,Jamie Smith,25,1,"cut in half ! how ha that missed the edge or even the stick ? land it right on the crack from outside off and jag in a long , long way . jamie smith prod forward to push it straight but play over the initial line and is beaten on the inside edge . the ball pass scarily close to the inside edge and , just whisper the stump passing above them .",[],['cut'],[]
90680000000,128748,"This stays a tad low! On a length, on middle and going across. Ben Stokes misses again to work that across and is beaten by the lack of bounce this time. The ball thuds on the pad and rolls to the gully region.",Prasidh Krishna,Ben Stokes,24,6,"this stay a tad low ! on a length , on middle and going across . ben stokes miss again to work that across and is beaten by the lack of bounce this time . the ball thud on the pad and roll to the gully region .",[],[],[]
90640000000,128748,"Little bit of shape away from off, Stokes taps it out to the point region.",Prasidh Krishna,Ben Stokes,24,5,"little bit of shape away from off , stokes tap it out to the point region .",[],[],['point']
90600000000,128748,"Back of a length, jagging back a long way into the batter from off with some bounce. Ben Stokes looks to work it across, but misses and is rapped on the thigh pad.",Prasidh Krishna,Ben Stokes,24,4,"back of a length , jagging back a long way into the batter from off with some bounce . ben stokes look to work it across , but miss and is rapped on the thigh pad .",['back of a length'],[],[]
90590000000,128748,"Length, outside off, left alone.",Prasidh Krishna,Ben Stokes,24,3,"length , outside off , left alone .",[],[],[]
90560000000,128748,"Nagging length, outside off, Stokes shoulders arms at it.",Prasidh Krishna,Ben Stokes,24,2,"nagging length , outside off , stokes shoulder arm at it .",[],[],[]
90530000000,128748,"Way too full and on middle, Ben Stokes drives with a straight bat and drills it down the ground. Siraj from mid on puts in a dive to his right but parries the ball to the deep, slowing it down. But, he ends up crashing into the heap of sawdust there. Gill from mid off, chases it before the ropes and keeps the batters to two. The 100 comes up for England.",Prasidh Krishna,Ben Stokes,24,1,"way too full and on middle , ben stokes drive with a straight bat and drill it down the ground . siraj from mid on put in a dive to his right but parry the ball to the deep , slowing it down . but , he end up crashing into the heap of sawdust there . gill from mid off , chase it before the rope and keep the batter to two . the 100 come up for england .",['full'],['drive'],"['mid off', 'mid on']"
90510000000,128748,"FOUR! Helped away! A rare loosener from Akash as he slides this on the pads, Jamie Smith gets inside the line and tickles it to deep fine leg for a boundary.",Akash Deep,Jamie Smith,23,6,"four ! helped away ! a rare loosener from akash a he slide this on the pad , jamie smith get inside the line and tickle it to deep fine leg for a boundary .",[],[],['fine leg']
90470000000,128748,"OH, ALMOST PLAYED ON! Fuller ball, outside off, Ben Stokes is late to lift his bat up to leave, and the ball cuts in and takes the inside edge, but luckily for Stokes, it rolls past the stumps behind to short fine leg. A single taken.",Akash Deep,Ben Stokes,23,5,"oh , almost played on ! fuller ball , outside off , ben stokes is late to lift his bat up to leave , and the ball cut in and take the inside edge , but luckily for stokes , it roll past the stump behind to short fine leg . a single taken .","['fuller', 'short']",['cut'],['fine leg']
90440000000,128748,"Fired in fuller and on off, Stokes knocks it back to the bowler.",Akash Deep,Ben Stokes,23,4,"fired in fuller and on off , stokes knock it back to the bowler .",['fuller'],[],[]
90420000000,128748,"Length ball, on middle and leg, Smith steers it to deep square leg for a single.",Akash Deep,Jamie Smith,23,3,"length ball , on middle and leg , smith steer it to deep square leg for a single .",[],[],['deep square leg']
90390000000,128748,"Questions being asked! BEATEN! Into the corridor of uncertainty, back of a length and outside off. Jamie Smith has a casual poke at it without much foot movement and is beaten past the outside edge by a kitten-whisker.",Akash Deep,Jamie Smith,23,2,"question being asked ! beaten ! into the corridor of uncertainty , back of a length and outside off . jamie smith ha a casual poke at it without much foot movement and is beaten past the outside edge by a kitten-whisker .",['back of a length'],[],[]
90360000000,128748,"Swings into the pads, on a fuller length, Smith pushes it to mid on.",Akash Deep,Jamie Smith,23,1,"swing into the pad , on a fuller length , smith push it to mid on .",['fuller'],[],['mid on']
90330000000,128748,"On middle, angling in on a length, Ben Stokes tucks it straight to short mid-wicket.",Prasidh Krishna,Ben Stokes,22,6,"on middle , angling in on a length , ben stokes tuck it straight to short mid-wicket .",['short'],[],[]
90300000000,128748,"Nagging length, around fourth and fifth stump. Stokes lets it be.",Prasidh Krishna,Ben Stokes,22,5,"nagging length , around fourth and fifth stump . stokes let it be .",[],[],[]
90270000000,128748,Lands around off and then straightens up with an extra bounce. Stokes hangs his bat in the air to leave.,Prasidh Krishna,Ben Stokes,22,4,land around off and then straightens up with an extra bounce . stokes hang his bat in the air to leave .,[],[],[]
90250000000,128748,"Fractionally fuller, on off, Stokes leans ahead and defends it out to short cover.",Prasidh Krishna,Ben Stokes,22,3,"fractionally fuller , on off , stokes lean ahead and defends it out to short cover .","['fuller', 'short']",[],['cover']
90220000000,128748,"Good length, on the stumps, blocked off the back foot.",Prasidh Krishna,Ben Stokes,22,2,"good length , on the stump , blocked off the back foot .",['good length'],[],[]
90200000000,128748,"NO BALL, FOUR! Too full from Prasidh, on the stumps, Ben Stokes flicks it away to deep square leg for a boundary. And it is the No Ball given for back foot as Krishna's back leg was cutting the return crease.",Prasidh Krishna,Ben Stokes,22,2,"no ball , four ! too full from prasidh , on the stump , ben stokes flick it away to deep square leg for a boundary . and it is the no ball given for back foot a krishna 's back leg wa cutting the return crease .",['full'],['flick'],['deep square leg']
90160000000,128748,"From around the wicket, served on a length, Stokes gets right behind it as he presses forward.",Prasidh Krishna,Ben Stokes,22,1,"from around the wicket , served on a length , stokes get right behind it a he press forward .",[],[],[]
90120000000,128748,"FOUR! Lovely shot to get off the mark! Fractionally short, on off, Jamie Smith stands tall, rides the bounce and punches it through covers for a boundary.",Akash Deep,Jamie Smith,21,6,"four ! lovely shot to get off the mark ! fractionally short , on off , jamie smith stand tall , ride the bounce and punch it through cover for a boundary .",['short'],[],['cover']
90090000000,128748,"Delivers it on a nagging length, outside off, Smith tentatively hangs his bat out away from his body. Gets it off the outer half and it dribbles towards gully.",Akash Deep,Jamie Smith,21,5,"delivers it on a nagging length , outside off , smith tentatively hang his bat out away from his body . get it off the outer half and it dribble towards gully .",[],[],[]
90070000000,128748,"In the channel on off, on a good length, Smith shoulders arms.",Akash Deep,Jamie Smith,21,4,"in the channel on off , on a good length , smith shoulder arm .",['good length'],[],[]
90030000000,128748,"OUT! LBW! Akash Deep gets his fourth and has fished out the big wicket of Brook! Hard length, pitching outside off, and cutting back in very sharply. Harry Brook is cut into half and is absolutely cramped up for space. Gets into a tangle as the ball beats him on the inside edge and thuds onto the back pad. A huge appeal for LBW and up goes the finger. That has taken Brook by total surprise, but he reviews it straightaway! UltraEdge shows a clear gap and Ball Tracking shows the ball to be clipping the top of middle on the umpire's call. England are 83/5, rocked early as Brook departs on 23 (31).<br><b>Harry Brook lbw A Deep 23 (31b 3x4 0x6)</b>",Akash Deep,Harry Brook,21,3,"out ! lbw ! akash deep get his fourth and ha fished out the big wicket of brook ! hard length , pitching outside off , and cutting back in very sharply . harry brook is cut into half and is absolutely cramped up for space . get into a tangle a the ball beat him on the inside edge and thud onto the back pad . a huge appeal for lbw and up go the finger . that ha taken brook by total surprise , but he review it straightaway ! ultraedge show a clear gap and ball tracking show the ball to be clipping the top of middle on the umpire 's call . england are 83/5 , rocked early a brook departs on 23 ( 31 ) . < br > < b > harry brook lbw a deep 23 ( 31b 3x4 0x6 ) < /b >",[],['cut'],[]
90020000000,128748,"On off, on a length, solidly defended by Brook.",Akash Deep,Harry Brook,21,2,"on off , on a length , solidly defended by brook .",[],[],[]
89990000000,128748,"Length ball, outside off, taking off from the pitch. Harry Brook plays it with soft hands dabs it to the right of the diving Nitish Kumar Reddy at gully. NKR gets a hand on the ball and parries it to Jadeja at backward point. Meanwhile, Brook is almost halfway through the single as Jadeja is a bit casual and fumbles to gather the ball. Brook gets sent back and has enough time to get back home.",Akash Deep,Harry Brook,21,1,"length ball , outside off , taking off from the pitch . harry brook play it with soft hand dab it to the right of the diving nitish kumar reddy at gully . nkr get a hand on the ball and parry it to jadeja at backward point . meanwhile , brook is almost halfway through the single a jadeja is a bit casual and fumble to gather the ball . brook get sent back and ha enough time to get back home .",[],[],"['backward point', 'point']"
89950000000,128748,"Good length, gets that extra bounce again, outside off, Stokes leaves it watchfully.",Prasidh Krishna,Ben Stokes,20,6,"good length , get that extra bounce again , outside off , stokes leaf it watchfully .",['good length'],[],[]
89930000000,128748,"Fired fuller and on off, Stokes leans on it and knocks it to short cover.",Prasidh Krishna,Ben Stokes,20,5,"fired fuller and on off , stokes lean on it and knock it to short cover .","['fuller', 'short']",[],['cover']
89900000000,128748,"Length ball, on the stumps, tapped across to the leg side by Stokes.",Prasidh Krishna,Ben Stokes,20,4,"length ball , on the stump , tapped across to the leg side by stokes .",[],[],[]
89870000000,128748,"Rushed! Krishna hits the good length, angling in from off, with some extra bounce. Ben Stokes is not allowed to get fully forward as he tries to adjust to the bounce and plays over the line and is hit on the back thigh pad.",Prasidh Krishna,Ben Stokes,20,3,"rushed ! krishna hit the good length , angling in from off , with some extra bounce . ben stokes is not allowed to get fully forward a he try to adjust to the bounce and play over the line and is hit on the back thigh pad .",['good length'],[],[]
89850000000,128748,"Straighter and fuller, angling on off, from around the stumps. Stokes blocks it out with a straight bat.",Prasidh Krishna,Ben Stokes,20,2,"straighter and fuller , angling on off , from around the stump . stokes block it out with a straight bat .",['fuller'],[],[]
89830000000,128748,"Nice and full, on off, Stokes defends it on the front foot.",Prasidh Krishna,Ben Stokes,20,1,"nice and full , on off , stokes defends it on the front foot .",['full'],[],[]
89780000000,128748,"Touch fuller from Akash, on off, Ben Stokes flicks it to the left of mid-wicket and gets a single.",Akash Deep,Ben Stokes,19,6,"touch fuller from akash , on off , ben stokes flick it to the left of mid-wicket and get a single .",['fuller'],['flick'],[]
89750000000,128748,"Good length, on off, blocked straight back.",Akash Deep,Ben Stokes,19,5,"good length , on off , blocked straight back .",['good length'],[],[]
89720000000,128748,"Hard length, angling in and around off, Ben Stokes hangs back and taps it onto the surface.",Akash Deep,Ben Stokes,19,4,"hard length , angling in and around off , ben stokes hang back and tap it onto the surface .",[],[],[]
89700000000,128748,"Length-delivery, defended back to the bowler.",Akash Deep,Ben Stokes,19,3,"length-delivery , defended back to the bowler .",[],[],[]
89660000000,128748,"Stokes is away! Back of a length, angling in from around the stumps. Ben Stokes steers it away to deep backward square leg. Yashasvi Jaiswal runs to his right from deep fine leg to intercept, and he does, but while doing so, he slips on the ground and parries the ball behind him. But recovers well by getting up and preventing it from going to the ropes. Two taken.",Akash Deep,Ben Stokes,19,2,"stokes is away ! back of a length , angling in from around the stump . ben stokes steer it away to deep backward square leg . yashasvi jaiswal run to his right from deep fine leg to intercept , and he doe , but while doing so , he slip on the ground and parry the ball behind him . but recovers well by getting up and preventing it from going to the rope . two taken .",['back of a length'],[],['fine leg']
89620000000,128748,"OUT! PLAYED ON! BOWLED! Ollie Pope will feel a bit unlucky here, but India get the breakthrough! That extra bounce does the trick for Akash. He continues to hit the deck hard, on top of the middle. It lifts off the deck and surprises Pope who brings his bat in front to defend. But the ball nips in, grazes the back arm of the batter and rolls back into the stumps behind. Akash Deep is ecstatic as he gets his third wicket, and so are India. England are 80/4.<br><b>Ollie Pope b A Deep 24 (50b 3x4 0x6)</b>",Akash Deep,Ollie Pope,19,1,"out ! played on ! bowled ! ollie pope will feel a bit unlucky here , but india get the breakthrough ! that extra bounce doe the trick for akash . he continues to hit the deck hard , on top of the middle . it lift off the deck and surprise pope who brings his bat in front to defend . but the ball nip in , graz the back arm of the batter and roll back into the stump behind . akash deep is ecstatic a he get his third wicket , and so are india . england are 80/4. < br > < b > ollie pope b a deep 24 ( 50b 3x4 0x6 ) < /b >",[],[],[]
89580000000,128748,"Short of a length, climbing onto the batter. Harry Brook rises on the toes and dabs it in front of short cover.",Prasidh Krishna,Harry Brook,18,6,"short of a length , climbing onto the batter . harry brook rise on the toe and dab it in front of short cover .",['short'],[],['cover']
89560000000,128748,"FOUR! Put away! Width on offer from Krishna, on a good length. Harry Brook hangs back in the crease and plays the square cut. Gets a boundary at deep backward point.",Prasidh Krishna,Harry Brook,18,5,"four ! put away ! width on offer from krishna , on a good length . harry brook hang back in the crease and play the square cut . get a boundary at deep backward point .",['good length'],['cut'],"['backward point', 'point']"
89530000000,128748,"Fuller and on off, pushed back to the bowler.",Prasidh Krishna,Harry Brook,18,4,"fuller and on off , pushed back to the bowler .",['fuller'],[],[]
89520000000,128748,"Whoa! That just took off, but adjusted well by Brook! Hard length, lifting off the deck suddenly, on off, Harry Brook is flummoxed with the extra bounce but takes the bottom hand off the bat to dab it down. Gets it off the outside edge and the ball goes past the right of the gully fielder for a couple of runs.",Prasidh Krishna,Harry Brook,18,3,"whoa ! that just took off , but adjusted well by brook ! hard length , lifting off the deck suddenly , on off , harry brook is flummoxed with the extra bounce but take the bottom hand off the bat to dab it down . get it off the outside edge and the ball go past the right of the gully fielder for a couple of run .",[],[],[]
89470000000,128748,"Attacks off stump, on a length, Brook keeps it out to short cover.",Prasidh Krishna,Harry Brook,18,2,"attack off stump , on a length , brook keep it out to short cover .",['short'],[],['cover']
89440000000,128748,"Nagging length, on middle, Harry defends it solidly.",Prasidh Krishna,Harry Brook,18,1,"nagging length , on middle , harry defends it solidly .",[],[],[]
89420000000,128748,"Strayed onto the pads, on a good length. Harry Brook nudges it to deep backward square leg for a single. Not much happening in terms of movement.",Akash Deep,Harry Brook,17,6,"strayed onto the pad , on a good length . harry brook nudge it to deep backward square leg for a single . not much happening in term of movement .",['good length'],[],[]
89390000000,128748,"Hard length, on top of off, Harry Brook blocks it back to the bowler.",Akash Deep,Harry Brook,17,5,"hard length , on top of off , harry brook block it back to the bowler .",[],[],[]
89340000000,128748,"Aims the sticks, good length, angling into the batter. Harry Brook meets the ball under his eyes and blocks it off.",Akash Deep,Harry Brook,17,4,"aim the stick , good length , angling into the batter . harry brook meet the ball under his eye and block it off .",['good length'],[],[]
89310000000,128748,"Just tails in a touch, on middle, Harry Brook flicks it to mid-wicket.",Akash Deep,Harry Brook,17,3,"just tail in a touch , on middle , harry brook flick it to mid-wicket .",[],['flick'],[]
89280000000,128748,"On off, on a length, Brook lets it arrive and dabs it with soft hands to the off side.",Akash Deep,Harry Brook,17,2,"on off , on a length , brook let it arrive and dab it with soft hand to the off side .",[],[],[]
89250000000,128748,"Starts with a fuller delivery, does Akash, outside off, Harry Brook mistimes the drive to the cover region.",Akash Deep,Harry Brook,17,1,"start with a fuller delivery , doe akash , outside off , harry brook mistimes the drive to the cover region .",['fuller'],['drive'],['cover']
89230000000,128748,"Attacks the stumps, full in length, Ollie Pope forces the drive to mid off.",Prasidh Krishna,Ollie Pope,16,6,"attack the stump , full in length , ollie pope force the drive to mid off .",['full'],['drive'],['mid off']
89200000000,128748,"Short delivery, outside off, Pope does not go fishing at it.",Prasidh Krishna,Ollie Pope,16,5,"short delivery , outside off , pope doe not go fishing at it .",['short'],[],[]
89160000000,128748,"This one nips away from off, on the shortish length. Ollie Pope gets behind the line and knocks it to the off side.",Prasidh Krishna,Ollie Pope,16,4,"this one nip away from off , on the shortish length . ollie pope get behind the line and knock it to the off side .",[],[],[]
89150000000,128748,"Makes the batter play at it, length-delivery, on off, Ollie Pope leans on and defends it off the outer half of the bat to the gully region.",Prasidh Krishna,Ollie Pope,16,3,"make the batter play at it , length-delivery , on off , ollie pope lean on and defends it off the outer half of the bat to the gully region .",[],[],[]
89120000000,128748,"No swing! Goes straight on a length, just outside off. Ollie Pope offers no shot at it.",Prasidh Krishna,Ollie Pope,16,2,"no swing ! go straight on a length , just outside off . ollie pope offer no shot at it .",[],[],[]
89090000000,128748,"Back of a length, around off, Brook taps it out to the point region for a quick single. First run of Day 5.",Prasidh Krishna,Harry Brook,16,1,"back of a length , around off , brook tap it out to the point region for a quick single . first run of day 5 .",['back of a length'],[],['point']
88610000000,128748,"An inswinger on the pads, Ollie Pope flicks this full ball to deep square leg. Washington Sundar from deep fine leg runs across to his left and mops it up. The batters hurry back for the second run. And that will be STUMPS ON DAY 4!",Akash Deep,Ollie Pope,15,6,"an inswinger on the pad , ollie pope flick this full ball to deep square leg . washington sundar from deep fine leg run across to his left and mop it up . the batter hurry back for the second run . and that will be stump on day 4 !",['full'],['flick'],"['deep square leg', 'fine leg']"
88570000000,128748,"Drifts it way down leg, does Akash, on a length. Harry Brook whips it behind square on the leg side for a single.",Akash Deep,Harry Brook,15,5,"drift it way down leg , doe akash , on a length . harry brook whip it behind square on the leg side for a single .",[],[],['behind square']
88560000000,128748,"Touch fuller and on middle and leg, Harry Brook clips it along the ground, to the right of mid-wicket for a couple of runs.",Akash Deep,Harry Brook,15,4,"touch fuller and on middle and leg , harry brook clip it along the ground , to the right of mid-wicket for a couple of run .",['fuller'],[],[]
88510000000,128748,"FOUR! Easily done! Onto the pads, on a length, Harry Brook gets across and guides it with the pace to deep fine leg for a boundary.",Akash Deep,Harry Brook,15,3,"four ! easily done ! onto the pad , on a length , harry brook get across and guide it with the pace to deep fine leg for a boundary .",[],[],['fine leg']
88480000000,128748,"Good length, angling into the batter, blocked straight back.",Akash Deep,Harry Brook,15,2,"good length , angling into the batter , blocked straight back .",['good length'],[],[]
88450000000,128748,"FOUR! Just wide of mid-wicket! Wasn't timed that well from Brook! Hands on heads for Gill! Angling onto the leg stump, full in length. Harry Brook clips it uppishly and to the right of the diving Mohammed Siraj at mid-wicket. Siraj dives full-stretch as he flings himself towards the ball, but it is just too wide of him and races away to the fence.",Akash Deep,Harry Brook,15,1,"four ! just wide of mid-wicket ! wa n't timed that well from brook ! hand on head for gill ! angling onto the leg stump , full in length . harry brook clip it uppishly and to the right of the diving mohammed siraj at mid-wicket . siraj dive full-stretch a he fling himself towards the ball , but it is just too wide of him and race away to the fence .",['full'],[],[]
88410000000,128748,"Fuller and around off, Ollie Pope takes a giant stride ahead to block it out.",Mohammed Siraj,Ollie Pope,14,6,"fuller and around off , ollie pope take a giant stride ahead to block it out .",['fuller'],[],[]
88390000000,128748,"A shout for LBW from Siraj, but not entertained by the umpire. Probably an inside edge. Back of a length, deviating into the batter off the pitch. Ollie Pope tries to block it forward but gets an inside edge onto the front pad.",Mohammed Siraj,Ollie Pope,14,5,"a shout for lbw from siraj , but not entertained by the umpire . probably an inside edge . back of a length , deviating into the batter off the pitch . ollie pope try to block it forward but get an inside edge onto the front pad .",['back of a length'],[],[]
88350000000,128748,"Watchful leave! In-between length, around the fourth and fifth stump line, Ollie Pope shoulders arms.",Mohammed Siraj,Ollie Pope,14,4,"watchful leave ! in-between length , around the fourth and fifth stump line , ollie pope shoulder arm .",[],[],[]
88320000000,128748,"Good-length delivery, outside off, Ollie Pope hangs back and cuts it straight to Ravindra Jadeja at backward point.",Mohammed Siraj,Ollie Pope,14,3,"good-length delivery , outside off , ollie pope hang back and cut it straight to ravindra jadeja at backward point .",[],['cut'],"['backward point', 'point']"
88290000000,128748,"Nagging length, on middle, worked to square leg.",Mohammed Siraj,Ollie Pope,14,2,"nagging length , on middle , worked to square leg .",[],[],[]
88270000000,128748,"Back of a length, cutting back in, Ollie Pope blocks it off the inside half of the bat to the leg side.",Mohammed Siraj,Ollie Pope,14,1,"back of a length , cutting back in , ollie pope block it off the inside half of the bat to the leg side .",['back of a length'],[],[]
88240000000,128748,"Quite full and around off, Ollie Pope strides ahead and drives it wide of mid off for a quick single.",Prasidh Krishna,Ollie Pope,13,6,"quite full and around off , ollie pope stride ahead and drive it wide of mid off for a quick single .",['full'],['drive'],['mid off']
88210000000,128748,"Pitched outside off, on a short of a good length, Ollie Pope covers the off stump and leaves.",Prasidh Krishna,Ollie Pope,13,5,"pitched outside off , on a short of a good length , ollie pope cover the off stump and leaf .","['good length', 'short']",[],['cover']
88180000000,128748,"Nagging length, on middle and leg, steered to mid-wicket.",Prasidh Krishna,Ollie Pope,13,4,"nagging length , on middle and leg , steered to mid-wicket .",[],[],[]
88150000000,128748,"Hits the fuller length, on off, nipping in a shade. Ollie Pope gets half-forward to defend, but gets an inside edge onto the front pad as the ball rolls on the pitch.",Prasidh Krishna,Ollie Pope,13,3,"hit the fuller length , on off , nipping in a shade . ollie pope get half-forward to defend , but get an inside edge onto the front pad a the ball roll on the pitch .",['fuller'],[],[]
88120000000,128748,"BEATEN! A jaffa from Krishna! Bowls around off, inviting the batter to draw his front foot out. The ball angles in and then straightens up the pitch, beaten Pope's outside edge.",Prasidh Krishna,Ollie Pope,13,2,"beaten ! a jaffa from krishna ! bowl around off , inviting the batter to draw his front foot out . the ball angle in and then straightens up the pitch , beaten pope 's outside edge .",[],[],[]
88090000000,128748,"Curves into the batter, on the leg stump, Ollie Pope flicks the length ball to short mid-wicket.",Prasidh Krishna,Ollie Pope,13,1,"curve into the batter , on the leg stump , ollie pope flick the length ball to short mid-wicket .",['short'],['flick'],[]
